14050;21,09912682;52,24977875
30858;21,09910583;52,24927902
75338;21,09910011;52,24900436
75346;21,099131;52,249688
75372;21,09924889;52,2493782
75388;21,09935951;52,24899292
18030;21,09951782;52,248703
35090;21,09922218;52,2484436
9066;21,09909248;52,24892044
9715;21,09899521;52,24805069
48961;21,099155;52,248742
75319;21,09899139;52,24850464
75322;21,09900093;52,24885941
75349;21,09913635;52,24846268
75413;21,099525;52,24864
35291;21,09955215;52,24739075
8352;21,09905624;52,24708939
75426;21,0996418;52,24747467
6985;21,09946632;52,24665451
465;21,0999794;52,24668503
8598;21,09931755;52,24669647
34520;21,099732;52,246783
27918;21,099583;52,246584
11047;21,099475;52,246617
27402;21,09997177;52,24601364
2424;21,09951782;52,24611282
75391;21,099385;52,246669
75399;21,099433;52,246763
75417;21,09954071;52,24601364
75428;21,099663;52,2466
75438;21,099723;52,24669
75469;21,09997177;52,24591827
3774;21,09970284;52,24501419
32011;21,09918213;52,24506378
30632;21,09911156;52,24560547
29226;21,09993744;52,24528122
26012;21,099204;52,244923
22940;21,09902954;52,24547577
27721;21,09922981;52,2457695
14333;21,09923553;52,24515915
30197;21,09950256;52,24568176
34459;21,09939575;52,24537277
75333;21,09905624;52,24517059
75362;21,09919548;52,24541855
75367;21,09921455;52,24514008
75393;21,09939957;52,24575424
75401;21,099441;52,245888
75416;21,0995369;52,24572372
75463;21,09995461;52,24496078
13141;21,099814;52,244895
35878;21,09998512;52,2440567
10339;21,09968185;52,24475861
75363;21,099198;52,244126
75383;21,099323;52,243957
75387;21,099354;52,244125
75396;21,099417;52,244112
75436;21,099697;52,244104
75437;21,099708;52,244007
75461;21,099922;52,243941
3187;21,09951019;52,24335098
1152;21,0996418;52,24365616
48959;21,09898949;52,24342346
75317;21,098983;52,24332
75334;21,09906006;52,24342728
75351;21,09914017;52,24341965
75361;21,09919357;52,24367142
75457;21,099853;52,243827
13447;21,099823;52,24146271
25238;21,09997;52,241739
23866;21,09967995;52,24107361
75360;21,099181;52,241421
75386;21,09935379;52,24090958
75398;21,099432;52,240896
75407;21,099488;52,24099
75453;21,099813;52,241567
491;21,09990692;52,24065018
25720;21,09979439;52,24068451
9330;21,099371;52,240632
19957;21,099516;52,240182
21235;21,09960365;52,24019241
34104;21,09922791;52,24030685
20744;21,099224;52,240407
75327;21,09901619;52,24023056
75347;21,09913445;52,24020004
75421;21,09958458;52,24008179
75462;21,099931;52,240763
19252;21,099879;52,239058
7536;21,099953;52,239283
4177;21,0997982;52,2395134
34326;21,09933853;52,23877716
25213;21,09964943;52,23864365
8995;21,099697;52,237881
48960;21,09903908;52,23829651
75336;21,09908104;52,23834991
75370;21,09924507;52,2386055
75371;21,09924889;52,23865891
75380;21,099307;52,238056
75422;21,0995903;52,23848724
75435;21,09969139;52,23863602
75442;21,09974289;52,23870468
28731;21,09910202;52,23706818
75329;21,09903908;52,23701859
75340;21,099105;52,237728
75344;21,099118;52,236779
4506;21,09970474;52,23666763
35948;21,09973717;52,2297554
75418;21,099546;52,229752
34630;21,09988976;52,22880173
75369;21,09924507;52,2291069
75420;21,09956932;52,22890854
19050;21,09912491;52,22848511
36873;21,09898376;52,22803116
25058;21,09913445;52,22856903
75378;21,09929;52,228356
18771;21,09914589;52,22725677
2353;21,09954071;52,22577667
30941;21,09948349;52,2256012
75424;21,099613;52,225729
21182;21,099421;52,22492
75350;21,09913826;52,22457504
75403;21,09944534;52,224823
7723;21,09916115;52,22436523
4717;21,099066;52,22439
75376;21,09928513;52,22441864
1404;21,09985733;52,22271347
10416;21,09952164;52,22215271
75389;21,09936333;52,2219429
75444;21,099753;52,222427
6054;21,09913635;52,22053146
27722;21,09929848;52,22078705
48962;21,09972382;52,22100449
75335;21,09906387;52,22040939
75397;21,09942627;52,2206192
20613;21,09992027;52,22025681
16320;21,09923744;52,21974945
19708;21,09917831;52,2202034
75353;21,09914398;52,21971893
75374;21,09926605;52,22008133
75440;21,09973907;52,22034836
35282;21,0993042;52,21647263
75375;21,0992775;52,21646118
139;21,09954453;52,21623993
10502;21,09863663;52,25012207
3420;21,09799957;52,25045395
26640;21,098071;52,2498
24848;21,09803963;52,24927139
75140;21,09800148;52,24921799
75146;21,09802628;52,24994659
75204;21,09839058;52,24992752
2345;21,09810829;52,24829483
13963;21,09859085;52,24867249
30335;21,09865379;52,24891281
18530;21,09852982;52,24815369
75141;21,09801292;52,24827957
75148;21,09803391;52,24830627
75223;21,0985;52,248121
75264;21,098683;52,248573
75269;21,09869766;52,24808121
75297;21,09886169;52,24809265
34124;21,09876442;52,24766922
2953;21,09816933;52,24782181
75153;21,098086;52,247746
75253;21,09863;52,24703
75278;21,098758;52,247557
75296;21,09886;52,246958
75310;21,098945;52,247454
419;21,09848976;52,24604416
12592;21,09872055;52,24671936
145;21,09866524;52,24632263
24676;21,09816742;52,24670029
13768;21,09796143;52,24614334
75145;21,09802628;52,24619293
75159;21,09811974;52,24631882
75227;21,098525;52,24689
75235;21,098572;52,246051
75238;21,09857941;52,24608994
75258;21,09864998;52,24620056
25288;21,09846115;52,24583817
3181;21,098313;52,245131
25584;21,098871;52,24496
37152;21,09826279;52,24550247
4169;21,09847832;52,245327
3629;21,09819221;52,24562073
32862;21,09868622;52,24571991
15966;21,0989151;52,24522018
36208;21,09854507;52,24544907
11138;21,09861565;52,24557114
6066;21,0979805;52,24527359
75154;21,09808731;52,24522018
75176;21,098225;52,245439
75201;21,098375;52,245409
75248;21,098616;52,245796
20439;21,09887695;52,24391174
23791;21,09856415;52,24463272
14477;21,09822464;52,24406433
515;21,09885979;52,2443428
23336;21,09868622;52,24396896
14299;21,09842682;52,24401855
24038;21,09840584;52,24435043
6085;21,09806824;52,24460602
24766;21,09890556;52,24450302
13323;21,09822083;52,24475479
1709;21,0987072;52,24487305
35329;21,09849358;52,24451828
33658;21,09801102;52,24450302
75128;21,097955;52,244243
75136;21,097986;52,244346
75216;21,098464;52,244136
75226;21,09852028;52,24424362
75231;21,09855461;52,24429321
75255;21,098642;52,244091
75262;21,09867477;52,24450302
75285;21,098827;52,244475
75293;21,09885597;52,24481201
4396;21,09811974;52,24365997
5667;21,09827423;52,24362183
12337;21,098964;52,243617
30694;21,09868813;52,24351501
14694;21,09843636;52,24358749
11952;21,0984745;52,24293518
75198;21,098363;52,243448
75229;21,098548;52,243411
75267;21,098691;52,242818
36916;21,098527;52,241212
75200;21,098374;52,241597
19887;21,09827423;52,240242
11259;21,098517;52,239973
75168;21,09816551;52,24030685
75257;21,098647;52,240091
75299;21,098879;52,240073
8739;21,09832954;52,23960114
19174;21,098279;52,239793
8079;21,09885979;52,23973846
